transaction_id,amount,timestamp,location,device_type,merchant_category,transaction_type,previous_transaction_gap,is_new_device,hour,is_night,fraud_label
TXN108162,2729.07,2026-03-25 17:24:30,Delhi,Old Android,Gambling,QR-Scan,8861,0,17,0,0
TXN108163,3278.69,2026-03-26 16:49:30,Hyderabad,Android,Entertainment,Peer-to-Peer,7806,1,16,0,0
TXN108164,2360.52,2026-03-26 20:04:30,International,Android,Jewelry,Peer-to-Peer,969,0,20,0,0
TXN108165,2256.41,2026-03-30 11:02:30,Hyderabad,Android,Groceries,QR-Scan,5801,0,11,0,0
TXN108166,268.42,2026-03-26 05:58:30,International,Android,Electronics,QR-Scan,7846,0,5,1,0
TXN108167,5784.47,2026-03-25 01:37:30,International,Android,Transfer,Peer-to-Peer,9373,0,1,1,0
TXN108168,2865.41,2026-03-28 15:39:30,Unknown,Android,Groceries,QR-Scan,5592,0,15,0,0
TXN108169,1083.28,2026-03-27 11:47:30,Unknown,iOS,Transfer,QR-Scan,5384,0,11,0,0
TXN108170,8465.01,2026-03-28 15:15:30,International,Android,Transfer,QR-Scan,7471,0,15,0,0
TXN108171,8111.62,2026-03-24 20:57:30,International,Android,Gambling,Peer-to-Peer,4820,0,20,0,0
TXN108172,3331.47,2026-03-30 14:31:30,International,iOS,Transfer,QR-Scan,7633,1,14,0,1
TXN108173,1772.32,2026-03-25 19:22:30,Mumbai,iOS,Electronics,QR-Scan,3236,0,19,0,0
TXN108174,5081.84,2026-03-31 08:24:30,Unknown,Android,Electronics,Peer-to-Peer,5256,0,8,0,0
TXN108175,1699.46,2026-03-30 05:44:30,Delhi,Android,Jewelry,Merchant-Payment,252,0,5,1,1
TXN108176,1345.99,2026-03-26 06:27:30,Delhi,iOS,Electronics,QR-Scan,4301,1,6,0,0
TXN108177,6556.21,2026-03-29 11:49:30,Unknown,iOS,Groceries,Merchant-Payment,7410,0,11,0,0
TXN108178,205.8,2026-03-29 11:05:30,Mumbai,Android,Jewelry,QR-Scan,3999,0,11,0,0
TXN108179,497.82,2026-03-27 01:32:30,Hyderabad,iOS,Electronics,Peer-to-Peer,8983,0,1,1,0
TXN108180,34.06,2026-03-31 00:29:30,Delhi,Android,Gambling,QR-Scan,5181,0,0,1,1
TXN108181,829.94,2026-03-30 14:06:30,Hyderabad,iOS,Groceries,QR-Scan,5422,0,14,0,0
TXN108182,357.43,2026-03-26 19:11:30,Bangalore,Android,Jewelry,Peer-to-Peer,1496,0,19,0,0
TXN108183,27366.17,2026-03-28 03:34:30,Mumbai,iOS,Electronics,Merchant-Payment,7979,0,3,1,0
TXN108184,1704.08,2026-03-27 23:07:30,Delhi,Web,Jewelry,Merchant-Payment,8142,0,23,1,1
TXN108185,808.29,2026-03-24 20:30:30,Unknown,Old Android,Entertainment,QR-Scan,5379,0,20,0,0
TXN108186,1378.74,2026-03-26 08:36:30,Delhi,Android,Transfer,QR-Scan,2578,0,8,0,0
TXN108187,13754.18,2026-03-26 09:59:30,Delhi,iOS,Electronics,QR-Scan,5307,0,9,0,0
TXN108188,3671.52,2026-03-28 12:28:30,Delhi,Android,Groceries,QR-Scan,8134,0,12,0,0
TXN108189,2269.22,2026-03-27 15:38:30,Delhi,Android,Transfer,Peer-to-Peer,1236,0,15,0,0
TXN108190,10333.28,2026-03-29 09:44:30,Mumbai,Android,Transfer,Merchant-Payment,1059,0,9,0,0
TXN108191,2512.55,2026-03-29 03:12:30,Delhi,Old Android,Entertainment,Merchant-Payment,9363,0,3,1,0
TXN108192,2039.91,2026-03-29 10:18:30,International,Android,Electronics,Peer-to-Peer,3660,0,10,0,0
TXN108193,1161.44,2026-03-30 15:29:30,Unknown,Android,Transfer,Merchant-Payment,5369,0,15,0,0
TXN108194,2372.44,2026-03-24 15:54:30,Hyderabad,iOS,Gambling,QR-Scan,57,0,15,0,0
TXN108195,1903.99,2026-03-28 14:02:30,Hyderabad,Android,Groceries,Merchant-Payment,7473,0,14,0,0
TXN108196,5655.22,2026-03-30 07:48:30,Unknown,Android,Gambling,QR-Scan,2570,0,7,0,0
TXN108197,1709.51,2026-03-26 14:23:30,Unknown,Old Android,Entertainment,QR-Scan,4081,1,14,0,1
TXN108198,4304.28,2026-03-25 10:55:30,Hyderabad,Android,Jewelry,QR-Scan,6378,0,10,0,0
TXN108199,340.82,2026-03-31 07:57:30,Hyderabad,Android,Entertainment,Merchant-Payment,1949,0,7,0,0
TXN108200,1061.57,2026-03-31 11:15:30,Bangalore,Web,Electronics,QR-Scan,223,0,11,0,0
TXN108201,2616.22,2026-03-27 01:00:30,Hyderabad,Android,Gambling,Merchant-Payment,9832,0,1,1,1
TXN108202,13819.08,2026-03-30 04:59:30,Bangalore,Web,Entertainment,Merchant-Payment,5218,1,4,1,0
TXN108203,2368.07,2026-03-31 09:13:30,Unknown,Web,Jewelry,Peer-to-Peer,9950,0,9,0,0
TXN108204,5454.32,2026-03-29 13:57:30,Hyderabad,iOS,Electronics,Merchant-Payment,9028,0,13,0,0
TXN108205,1472.44,2026-03-26 02:33:30,Mumbai,Web,Groceries,Merchant-Payment,2537,0,2,1,0
TXN108206,679.29,2026-03-26 07:11:30,Delhi,Android,Groceries,Merchant-Payment,2526,0,7,0,0
TXN108207,301.6,2026-03-26 22:13:30,Unknown,iOS,Groceries,QR-Scan,9177,0,22,0,0
TXN108208,1822.19,2026-03-24 16:29:30,Hyderabad,iOS,Transfer,Merchant-Payment,1358,0,16,0,0
TXN108209,857.86,2026-03-25 23:56:30,Unknown,Android,Entertainment,QR-Scan,4888,0,23,1,0
TXN108210,955.87,2026-03-28 02:09:30,Hyderabad,Android,Electronics,Merchant-Payment,7723,0,2,1,0
TXN108211,7151.43,2026-03-27 10:20:30,Delhi,Android,Groceries,QR-Scan,5983,0,10,0,0
TXN108212,79.82,2026-03-27 00:59:30,Mumbai,Android,Gambling,Merchant-Payment,4478,0,0,1,1
TXN108213,4080.08,2026-03-28 02:12:30,Bangalore,Android,Groceries,QR-Scan,9639,0,2,1,0
TXN108214,2385.84,2026-03-30 12:55:30,Unknown,Old Android,Jewelry,Merchant-Payment,1372,0,12,0,0
TXN108215,3531.67,2026-03-30 02:41:30,Delhi,Android,Electronics,Merchant-Payment,3225,1,2,1,0
TXN108216,4137.17,2026-03-29 23:57:30,Hyderabad,iOS,Groceries,Merchant-Payment,1875,0,23,1,0
TXN108217,1879.78,2026-03-31 09:03:30,Unknown,Android,Groceries,Peer-to-Peer,3362,0,9,0,0
TXN108218,1748.56,2026-03-29 08:44:30,Mumbai,iOS,Entertainment,Merchant-Payment,6105,0,8,0,0
TXN108219,6610.06,2026-03-30 06:17:30,Bangalore,Android,Entertainment,QR-Scan,1143,0,6,0,0
TXN108220,10250.46,2026-03-31 08:30:30,Mumbai,Android,Jewelry,QR-Scan,4310,0,8,0,0
TXN108221,1069.57,2026-03-29 09:27:30,International,Android,Transfer,Peer-to-Peer,8757,0,9,0,0
TXN108222,513.59,2026-03-31 05:31:30,Delhi,Android,Transfer,Peer-to-Peer,6899,0,5,1,0
TXN108223,11403.91,2026-03-29 03:42:30,Hyderabad,Android,Electronics,Merchant-Payment,1589,0,3,1,0
TXN108224,2153.11,2026-03-26 01:28:30,Delhi,iOS,Transfer,QR-Scan,4999,0,1,1,0
TXN108225,4007.2,2026-03-29 21:12:30,Bangalore,Android,Groceries,QR-Scan,9663,1,21,0,0
TXN108226,2227.87,2026-03-28 18:49:30,Mumbai,iOS,Entertainment,Merchant-Payment,4343,0,18,0,0
TXN108227,672.24,2026-03-26 13:51:30,Unknown,Android,Jewelry,Merchant-Payment,3363,0,13,0,0
TXN108228,4449.85,2026-03-25 09:46:30,Mumbai,Android,Gambling,Peer-to-Peer,1637,1,9,0,0
TXN108229,3723.69,2026-03-29 08:43:30,Hyderabad,iOS,Gambling,Merchant-Payment,9665,0,8,0,0
TXN108230,1134.46,2026-03-30 13:20:30,Unknown,Android,Entertainment,Peer-to-Peer,6228,1,13,0,1
TXN108231,3006.21,2026-03-28 02:40:30,International,Android,Gambling,QR-Scan,1245,0,2,1,1
TXN108232,7971.45,2026-03-26 06:18:30,Unknown,Android,Entertainment,Merchant-Payment,6915,0,6,0,0
TXN108233,4463.19,2026-03-29 20:23:30,Delhi,Web,Transfer,Peer-to-Peer,5307,0,20,0,0
TXN108234,509.71,2026-03-26 03:25:30,Mumbai,Old Android,Transfer,Merchant-Payment,4515,1,3,1,0
TXN108235,3970.6,2026-03-26 17:38:30,Delhi,Android,Gambling,QR-Scan,8451,0,17,0,0
TXN108236,6065.71,2026-03-31 06:53:30,Delhi,iOS,Electronics,QR-Scan,2359,0,6,0,0
TXN108237,7868.02,2026-03-30 05:02:30,International,iOS,Groceries,Peer-to-Peer,5616,0,5,1,0
TXN108238,4959.35,2026-03-29 15:29:30,Delhi,Android,Groceries,Peer-to-Peer,1269,1,15,0,0
TXN108239,828.26,2026-03-29 19:13:30,Unknown,Android,Jewelry,Merchant-Payment,9132,0,19,0,0
TXN108240,6192.36,2026-03-26 11:15:30,Hyderabad,Android,Jewelry,Peer-to-Peer,2377,0,11,0,0
TXN108241,5655.81,2026-03-26 00:23:30,Unknown,iOS,Electronics,Merchant-Payment,8388,0,0,1,0
TXN108242,123.65,2026-03-26 04:06:30,Unknown,iOS,Entertainment,Peer-to-Peer,3097,0,4,1,0
TXN108243,2653.0,2026-03-31 07:29:30,Unknown,Android,Gambling,QR-Scan,3636,0,7,0,0
TXN108244,2024.45,2026-03-26 10:06:30,Mumbai,Android,Transfer,Peer-to-Peer,562,0,10,0,0
TXN108245,5534.41,2026-03-24 21:02:30,Unknown,Old Android,Entertainment,Merchant-Payment,8232,0,21,0,0
TXN108246,1217.6,2026-03-28 18:35:30,Delhi,Android,Entertainment,QR-Scan,9960,0,18,0,0
TXN108247,4468.64,2026-03-29 05:52:30,Unknown,Android,Entertainment,Peer-to-Peer,7740,0,5,1,0
TXN108248,12221.09,2026-03-28 04:20:30,Bangalore,iOS,Groceries,QR-Scan,6872,0,4,1,0
TXN108249,7992.55,2026-03-25 01:21:30,Delhi,Android,Electronics,QR-Scan,2505,0,1,1,0
TXN108250,12720.59,2026-03-27 01:52:30,Mumbai,iOS,Gambling,Peer-to-Peer,7022,0,1,1,1
TXN108251,19199.9,2026-03-30 22:56:30,International,Android,Electronics,Merchant-Payment,5972,0,22,0,0
TXN108252,53.64,2026-03-27 17:41:30,Mumbai,Android,Entertainment,QR-Scan,7877,0,17,0,0
TXN108253,4874.12,2026-03-31 10:41:30,Unknown,iOS,Gambling,QR-Scan,8980,0,10,0,0
TXN108254,2662.28,2026-03-30 08:48:30,Delhi,Android,Transfer,Peer-to-Peer,4098,0,8,0,0
TXN108255,9825.37,2026-03-26 14:56:30,Delhi,Android,Entertainment,Peer-to-Peer,9685,0,14,0,0
TXN108256,1450.52,2026-03-26 19:20:30,Unknown,Android,Entertainment,Peer-to-Peer,9322,0,19,0,0
TXN108257,19824.35,2026-03-25 21:29:30,Hyderabad,Android,Transfer,Peer-to-Peer,6823,1,21,0,0
TXN108258,4755.81,2026-03-24 22:50:30,International,Android,Electronics,Merchant-Payment,5879,0,22,0,0
TXN108259,7888.18,2026-03-24 18:08:30,Mumbai,Android,Entertainment,QR-Scan,4510,0,18,0,0
TXN108260,447.43,2026-03-25 05:29:30,International,Android,Gambling,Peer-to-Peer,6187,0,5,1,1
TXN108261,1013.38,2026-03-28 05:26:30,Mumbai,Android,Gambling,Peer-to-Peer,9837,0,5,1,1
TXN108262,7102.44,2026-03-31 02:44:30,Unknown,Android,Entertainment,Merchant-Payment,3561,0,2,1,0
TXN108263,111.16,2026-03-25 23:43:30,Delhi,Android,Transfer,Peer-to-Peer,5680,0,23,1,0
TXN108264,8488.01,2026-03-26 23:42:30,International,iOS,Transfer,Merchant-Payment,2686,0,23,1,0
TXN108265,70.24,2026-03-26 00:06:30,Bangalore,Android,Jewelry,Merchant-Payment,6613,0,0,1,1
TXN108266,5351.86,2026-03-25 16:40:30,Unknown,iOS,Entertainment,Peer-to-Peer,4822,0,16,0,0
TXN108267,2271.39,2026-03-24 19:27:30,Delhi,Android,Entertainment,QR-Scan,7808,0,19,0,0
TXN108268,4727.24,2026-03-25 23:37:30,Bangalore,iOS,Groceries,Merchant-Payment,1413,0,23,1,0
TXN108269,5954.15,2026-03-28 21:31:30,Unknown,Android,Gambling,QR-Scan,1222,0,21,0,0
TXN108270,2096.36,2026-03-30 20:16:30,International,Web,Transfer,QR-Scan,2250,0,20,0,0
TXN108271,571.24,2026-03-25 12:35:30,Mumbai,Android,Transfer,QR-Scan,2240,0,12,0,0
TXN108272,360.95,2026-03-31 07:39:30,Unknown,Android,Gambling,Merchant-Payment,4203,0,7,0,0
TXN108273,4445.03,2026-03-26 17:36:30,Bangalore,Android,Gambling,Merchant-Payment,7874,0,17,0,0
TXN108274,3676.68,2026-03-24 23:27:30,Mumbai,Android,Groceries,QR-Scan,6894,0,23,1,0
TXN108275,6777.88,2026-03-27 22:36:30,Bangalore,Web,Entertainment,Peer-to-Peer,8836,0,22,0,0
TXN108276,3564.05,2026-03-25 05:46:30,International,Android,Jewelry,Merchant-Payment,5404,0,5,1,1
TXN108277,2744.76,2026-03-30 19:30:30,Mumbai,Android,Entertainment,Peer-to-Peer,5186,0,19,0,0
TXN108278,2538.21,2026-03-28 11:42:30,Unknown,Android,Gambling,Merchant-Payment,4291,0,11,0,0
TXN108279,134.01,2026-03-26 18:56:30,Delhi,Android,Gambling,Peer-to-Peer,4143,0,18,0,0
TXN108280,2044.03,2026-03-26 03:35:30,Delhi,iOS,Jewelry,Merchant-Payment,9578,0,3,1,1
TXN108281,18652.71,2026-03-30 04:55:30,Bangalore,iOS,Jewelry,QR-Scan,7153,0,4,1,1
TXN108282,10339.76,2026-03-25 21:44:30,Hyderabad,iOS,Entertainment,Merchant-Payment,2585,0,21,0,0
TXN108283,1997.75,2026-03-27 14:09:30,Hyderabad,iOS,Transfer,QR-Scan,1602,0,14,0,0
TXN108284,4431.18,2026-03-26 10:25:30,Mumbai,Android,Groceries,QR-Scan,4943,0,10,0,0
TXN108285,9396.29,2026-03-26 13:43:30,Delhi,Android,Gambling,Peer-to-Peer,5699,0,13,0,0
TXN108286,2910.48,2026-03-31 07:10:30,Mumbai,Android,Groceries,QR-Scan,808,0,7,0,0
TXN108287,90.61,2026-03-29 16:47:30,Delhi,Android,Electronics,Merchant-Payment,7346,0,16,0,0
TXN108288,387.16,2026-03-28 06:12:30,Hyderabad,Android,Electronics,Merchant-Payment,8307,0,6,0,0
TXN108289,3570.76,2026-03-29 08:21:30,Delhi,iOS,Transfer,Merchant-Payment,2728,0,8,0,0
TXN108290,17440.21,2026-03-26 04:42:30,Delhi,Android,Transfer,QR-Scan,8166,0,4,1,0
TXN108291,5907.95,2026-03-27 14:57:30,Mumbai,Android,Transfer,Peer-to-Peer,4172,0,14,0,0
TXN108292,367.78,2026-03-26 13:12:30,Hyderabad,Android,Entertainment,Peer-to-Peer,9642,0,13,0,0
TXN108293,1049.66,2026-03-28 21:28:30,Mumbai,iOS,Entertainment,Merchant-Payment,1569,0,21,0,0
TXN108294,7377.23,2026-03-25 18:13:30,International,iOS,Jewelry,QR-Scan,9515,0,18,0,0
TXN108295,9208.1,2026-03-29 00:51:30,Delhi,iOS,Electronics,QR-Scan,9053,0,0,1,0
TXN108296,4807.68,2026-03-24 20:22:30,International,iOS,Gambling,QR-Scan,742,0,20,0,0
TXN108297,5170.07,2026-03-27 16:14:30,Unknown,Android,Transfer,Peer-to-Peer,9923,0,16,0,0
TXN108298,143.73,2026-03-24 16:26:30,Unknown,Android,Electronics,Merchant-Payment,6438,0,16,0,0
TXN108299,8816.74,2026-03-26 04:55:30,Mumbai,Android,Entertainment,Peer-to-Peer,4905,0,4,1,0
TXN108300,7762.34,2026-03-30 01:02:30,Hyderabad,Android,Groceries,Peer-to-Peer,2934,1,1,1,0
TXN108301,1499.01,2026-03-28 04:44:30,Delhi,Android,Entertainment,Peer-to-Peer,4510,0,4,1,0
TXN108302,6166.61,2026-03-27 02:15:30,Delhi,Android,Jewelry,QR-Scan,4527,0,2,1,1
TXN108303,1209.43,2026-03-26 19:01:30,Delhi,Android,Jewelry,Peer-to-Peer,5910,0,19,0,0
TXN108304,205.83,2026-03-27 10:28:30,Unknown,Android,Groceries,Peer-to-Peer,5350,0,10,0,0
TXN108305,1122.83,2026-03-26 03:52:30,Hyderabad,Android,Gambling,Peer-to-Peer,3168,1,3,1,1
TXN108306,983.9,2026-03-29 16:36:30,Delhi,Android,Entertainment,Merchant-Payment,7607,0,16,0,0
TXN108307,2060.55,2026-03-29 04:16:30,Hyderabad,iOS,Gambling,Peer-to-Peer,2219,0,4,1,1
TXN108308,2710.29,2026-03-28 07:43:30,Delhi,Android,Gambling,Peer-to-Peer,1341,0,7,0,0
TXN108309,3551.86,2026-03-30 13:18:30,Bangalore,Android,Transfer,QR-Scan,8010,0,13,0,0
TXN108310,3238.52,2026-03-26 00:59:30,Unknown,Web,Gambling,Peer-to-Peer,4640,0,0,1,1
TXN108311,1578.18,2026-03-30 01:35:30,Bangalore,Android,Jewelry,Merchant-Payment,1515,0,1,1,1
TXN108312,148.02,2026-03-29 13:31:30,Hyderabad,Android,Entertainment,Peer-to-Peer,1412,0,13,0,0
TXN108313,4645.63,2026-03-29 06:22:30,International,Android,Gambling,QR-Scan,7725,0,6,0,0
TXN108314,2518.79,2026-03-29 18:09:30,Hyderabad,Android,Groceries,Peer-to-Peer,4168,0,18,0,0
TXN108315,1773.9,2026-03-24 15:26:30,Unknown,iOS,Transfer,QR-Scan,1023,0,15,0,1
TXN108316,10084.81,2026-03-25 22:27:30,Hyderabad,iOS,Transfer,Peer-to-Peer,2759,1,22,0,0
TXN108317,6866.76,2026-03-30 09:17:30,Delhi,Android,Transfer,Peer-to-Peer,9305,0,9,0,0
TXN108318,9751.39,2026-03-26 19:15:30,Hyderabad,iOS,Electronics,Peer-to-Peer,4809,0,19,0,0
TXN108319,3415.81,2026-03-25 22:01:30,Mumbai,Android,Jewelry,QR-Scan,9751,0,22,0,0
TXN108320,701.67,2026-03-28 01:55:30,Delhi,Android,Electronics,Peer-to-Peer,8834,0,1,1,0
TXN108321,5957.28,2026-03-28 20:45:30,International,Android,Gambling,Peer-to-Peer,6734,0,20,0,0
TXN108322,1153.82,2026-03-29 03:39:30,Hyderabad,iOS,Jewelry,Peer-to-Peer,4908,0,3,1,1
TXN108323,2910.08,2026-03-25 04:47:30,Hyderabad,Web,Transfer,QR-Scan,3226,0,4,1,0
TXN108324,336.05,2026-03-31 00:00:30,Unknown,iOS,Gambling,Merchant-Payment,1015,0,0,1,1
TXN108325,8723.67,2026-03-31 07:53:30,Hyderabad,Android,Jewelry,Merchant-Payment,6769,1,7,0,0
TXN108326,673.03,2026-03-27 10:52:30,Mumbai,iOS,Electronics,Peer-to-Peer,5459,0,10,0,0
TXN108327,11670.25,2026-03-28 13:37:30,Hyderabad,Android,Gambling,Peer-to-Peer,2022,0,13,0,0
TXN108328,9983.99,2026-03-27 11:21:30,Delhi,iOS,Jewelry,QR-Scan,2677,0,11,0,0
TXN108329,3123.54,2026-03-29 17:32:30,Unknown,Android,Groceries,QR-Scan,9733,0,17,0,0
TXN108330,6820.09,2026-03-29 13:08:30,Mumbai,Android,Entertainment,Peer-to-Peer,3107,0,13,0,0
TXN108331,4830.62,2026-03-25 19:22:30,Hyderabad,Android,Gambling,Merchant-Payment,8976,0,19,0,0
TXN108332,8124.68,2026-03-31 04:07:30,International,Android,Gambling,Peer-to-Peer,8863,0,4,1,1
TXN108333,2826.45,2026-03-30 19:27:30,Delhi,Old Android,Jewelry,QR-Scan,2585,1,19,0,0
TXN108334,7704.42,2026-03-27 16:37:30,Bangalore,Android,Jewelry,Merchant-Payment,4943,1,16,0,0
TXN108335,3103.73,2026-03-26 15:15:30,Unknown,Old Android,Jewelry,Merchant-Payment,1278,1,15,0,1
TXN108336,14148.19,2026-03-30 05:43:30,Hyderabad,iOS,Jewelry,QR-Scan,3044,0,5,1,1
TXN108337,3331.28,2026-03-28 22:56:30,Delhi,iOS,Electronics,Peer-to-Peer,7371,0,22,0,0
TXN108338,3105.24,2026-03-30 03:53:30,Bangalore,iOS,Groceries,QR-Scan,5861,1,3,1,0
TXN108339,7687.26,2026-03-25 03:23:30,Delhi,Android,Gambling,QR-Scan,3783,0,3,1,1
TXN108340,8618.01,2026-03-28 23:39:30,Delhi,Android,Groceries,QR-Scan,7058,0,23,1,0
TXN108341,4042.67,2026-03-26 00:02:30,Hyderabad,iOS,Transfer,QR-Scan,8370,0,0,1,0
TXN108342,991.02,2026-03-28 14:26:30,Hyderabad,Android,Transfer,Merchant-Payment,8468,0,14,0,1
TXN108343,3153.29,2026-03-27 15:55:30,International,Android,Jewelry,Peer-to-Peer,3482,0,15,0,0
TXN108344,17221.44,2026-03-27 11:50:30,Delhi,Android,Transfer,QR-Scan,5773,0,11,0,0
TXN108345,6991.56,2026-03-31 00:06:30,Bangalore,iOS,Jewelry,Merchant-Payment,9617,0,0,1,1
TXN108346,8334.34,2026-03-25 04:44:30,Mumbai,Android,Jewelry,Peer-to-Peer,5337,0,4,1,1
TXN108347,166.88,2026-03-28 11:48:30,International,iOS,Jewelry,Peer-to-Peer,4123,0,11,0,0
TXN108348,3154.24,2026-03-29 19:34:30,Hyderabad,Android,Gambling,Peer-to-Peer,2961,0,19,0,0
TXN108349,5201.07,2026-03-25 16:06:30,Bangalore,Android,Entertainment,QR-Scan,7898,0,16,0,0
TXN108350,8860.75,2026-03-24 15:50:30,Hyderabad,Android,Groceries,QR-Scan,2470,0,15,0,0
TXN108351,252.65,2026-03-30 08:24:30,Unknown,Android,Gambling,QR-Scan,7052,0,8,0,0
TXN108352,9567.56,2026-03-30 23:04:30,Hyderabad,Android,Gambling,QR-Scan,4069,0,23,1,1
TXN108353,3974.8,2026-03-26 13:17:30,Unknown,Android,Groceries,QR-Scan,5444,0,13,0,0
TXN108354,1098.96,2026-03-26 08:01:30,Bangalore,Android,Jewelry,Peer-to-Peer,9783,0,8,0,0
TXN108355,1908.17,2026-03-30 06:33:30,Delhi,Android,Gambling,Peer-to-Peer,4381,0,6,0,0
TXN108356,1655.94,2026-03-30 07:56:30,Delhi,Android,Transfer,QR-Scan,9305,0,7,0,0
TXN108357,3784.26,2026-03-24 14:22:30,Unknown,Android,Jewelry,Peer-to-Peer,9261,0,14,0,0
TXN108358,265.35,2026-03-30 09:01:30,Delhi,iOS,Electronics,Merchant-Payment,2546,1,9,0,0
TXN108359,863.06,2026-03-25 03:15:30,International,Web,Transfer,QR-Scan,7666,0,3,1,0
TXN108360,8375.03,2026-03-31 01:23:30,International,Android,Electronics,Merchant-Payment,3650,0,1,1,0
TXN108361,711.3,2026-03-25 18:19:30,Hyderabad,Android,Jewelry,Peer-to-Peer,1815,1,18,0,0
TXN108362,1328.93,2026-03-30 08:03:30,Bangalore,Android,Transfer,QR-Scan,3908,0,8,0,0
TXN108363,3019.92,2026-03-29 15:14:30,Bangalore,Android,Electronics,Peer-to-Peer,3732,0,15,0,0
TXN108364,3639.94,2026-03-30 04:36:30,Delhi,Android,Gambling,Peer-to-Peer,7686,0,4,1,1
TXN108365,7211.37,2026-03-29 04:45:30,Unknown,Android,Electronics,QR-Scan,8274,0,4,1,0
TXN108366,2964.99,2026-03-27 10:05:30,Mumbai,iOS,Jewelry,Peer-to-Peer,5870,0,10,0,0
TXN108367,7800.02,2026-03-29 17:58:30,International,Android,Gambling,Peer-to-Peer,8274,0,17,0,0
TXN108368,4816.21,2026-03-28 05:04:30,Mumbai,Android,Jewelry,Merchant-Payment,94,0,5,1,1
TXN108369,600.11,2026-03-26 12:17:30,Unknown,iOS,Groceries,Merchant-Payment,8187,0,12,0,0
TXN108370,849.98,2026-03-25 18:42:30,Hyderabad,Android,Entertainment,QR-Scan,343,0,18,0,0
TXN108371,2872.68,2026-03-25 20:45:30,International,Android,Jewelry,Merchant-Payment,6941,0,20,0,0
TXN108372,2528.27,2026-03-30 09:44:30,Hyderabad,Android,Transfer,Peer-to-Peer,2409,0,9,0,0
TXN108373,6804.0,2026-03-29 18:43:30,Hyderabad,Android,Electronics,Merchant-Payment,9282,0,18,0,0
TXN108374,4346.29,2026-03-27 09:31:30,Bangalore,Android,Entertainment,Peer-to-Peer,624,0,9,0,0
TXN108375,2456.2,2026-03-27 17:28:30,Delhi,Android,Transfer,Peer-to-Peer,868,0,17,0,0
TXN108376,936.23,2026-03-29 23:13:30,International,iOS,Electronics,QR-Scan,3473,0,23,1,0
TXN108377,1286.33,2026-03-30 03:16:30,Bangalore,Android,Electronics,QR-Scan,171,0,3,1,0
TXN108378,4284.23,2026-03-29 05:43:30,Hyderabad,iOS,Electronics,Peer-to-Peer,9975,1,5,1,0
TXN108379,2753.37,2026-03-26 12:56:30,Mumbai,Android,Entertainment,QR-Scan,8770,0,12,0,0
TXN108380,3617.28,2026-03-26 19:19:30,Hyderabad,Android,Gambling,Peer-to-Peer,8260,0,19,0,0
TXN108381,935.73,2026-03-31 11:03:30,Unknown,iOS,Electronics,Merchant-Payment,1516,0,11,0,0
TXN108382,5436.97,2026-03-28 17:51:30,Hyderabad,Android,Groceries,Peer-to-Peer,8193,0,17,0,0
TXN108383,9570.95,2026-03-26 03:30:30,International,Android,Entertainment,Peer-to-Peer,2199,1,3,1,1
TXN108384,1491.62,2026-03-27 15:38:30,Delhi,iOS,Groceries,Peer-to-Peer,902,0,15,0,1
TXN108385,3381.59,2026-03-28 06:32:30,Delhi,iOS,Jewelry,Merchant-Payment,5904,1,6,0,0
TXN108386,18550.99,2026-03-25 18:56:30,Hyderabad,Android,Groceries,Peer-to-Peer,7756,0,18,0,0
TXN108387,2026.64,2026-03-29 14:05:30,International,Android,Electronics,Peer-to-Peer,8987,0,14,0,0
TXN108388,4519.91,2026-03-30 13:34:30,Bangalore,Android,Entertainment,Peer-to-Peer,2067,1,13,0,0
TXN108389,472.63,2026-03-28 12:12:30,Delhi,Android,Groceries,Merchant-Payment,8563,0,12,0,0
TXN108390,4657.21,2026-03-27 07:09:30,Delhi,Android,Transfer,Peer-to-Peer,2539,0,7,0,0
TXN108391,469.53,2026-03-26 19:31:30,Mumbai,Android,Groceries,QR-Scan,3908,0,19,0,0
TXN108392,15999.71,2026-03-27 10:22:30,Hyderabad,Android,Jewelry,QR-Scan,6961,0,10,0,0
TXN108393,6287.97,2026-03-28 17:49:30,Delhi,Android,Transfer,Merchant-Payment,2597,0,17,0,0
TXN108394,7759.62,2026-03-29 19:27:30,Mumbai,Android,Transfer,Peer-to-Peer,9881,1,19,0,0
TXN108395,6088.74,2026-03-25 12:13:30,Hyderabad,Android,Entertainment,QR-Scan,3322,0,12,0,0
TXN108396,4454.69,2026-03-26 17:41:30,Hyderabad,Web,Entertainment,Peer-to-Peer,9331,0,17,0,0
TXN108397,2988.39,2026-03-28 22:32:30,Delhi,Android,Transfer,QR-Scan,7721,0,22,0,0
TXN108398,9772.81,2026-03-29 23:10:30,Hyderabad,iOS,Gambling,QR-Scan,2622,1,23,1,1
TXN108399,15713.7,2026-03-26 15:45:30,International,Android,Jewelry,QR-Scan,9358,0,15,0,0
TXN108400,3456.11,2026-03-26 19:57:30,Delhi,Android,Electronics,Merchant-Payment,9701,0,19,0,0
TXN108401,13407.17,2026-03-26 21:04:30,Delhi,Android,Electronics,Merchant-Payment,3842,0,21,0,0
TXN108402,4377.34,2026-03-26 07:34:30,Delhi,Android,Electronics,Merchant-Payment,4559,0,7,0,0
TXN108403,3865.11,2026-03-25 15:54:30,Unknown,iOS,Transfer,QR-Scan,4919,0,15,0,0
TXN108404,3030.1,2026-03-27 10:03:30,Hyderabad,iOS,Transfer,Peer-to-Peer,8716,0,10,0,0
